Comune;Provincia;Regione;Tipologia;Categoria;Denominazione;Indirizzo;CAP;Località;Frazione;Telefono;FAX;Indirizzo posta elettronica;Sito internet;Codice esercizio;Camere;Posti letto standard;Posti letto aggiuntivi;18;1]                                                                              ## 
SESTRI LEVANTE;CITTA' METROPOLITANA DI GENOVA;Liguria;Locande;2STELLE;LOCANDA NUA NATUA;VIA G.B. DA PONZERONE 3;16039;VALLE GRANDE;;0185/482349;0185/482349;info@nuanatua.eu;www.nuanatua.eu;200757;4;8;1;13;1]                                                                                          ##
SESTRI LEVANTE;CITTA' METROPOLITANA DI GENOVA;Liguria;Locande;3STELLE;LOCANDA DEL BORGO;VIA AURELIA N. 249;16039;SESTRI LEVANTE;RIVA TRIGOSO;0185/485229;010/8900416;info@locandaborgo.it;http://www.locandaborgo.it;SD141414;5;10;1;10;1]                                                               ##
SESTRI LEVANTE;CITTA' METROPOLITANA DI GENOVA;Liguria;Residenze turistico alberghiere;2STELLE;DARIA;VIA RIMEMBRANZE 45;16039;SESTRI LEVANTE;;0185-41139;0185-485777;dariarta@residencedaria.com;http://www.residencedaria.com;gm200;10;13;29;15;1]                                                       ##
TIGLIETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;VILLA MARGHERITA;Via Francia 37;16010;TIGLIETO;MONTECALVO;010/929366/929003;010/929003;hotelvillamargherita@libero.it;www.albergovillamargherita.it;GE200;31;48;0;15;1]                                                                 ##
TORRIGLIA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;DELLA POSTA;VIA MATTEOTTI 39;16029;TORRIGLIA;;010/944050;;albergodellaposta1906@yahoo.it;;GE780;17;25;0;16;1]                                                                                                                          ##
USCIO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;CAPRILE;VIA G. GARAVENTA, 76;16030;USCIO;CALCINARA;0185/919735;0185/919735;hotel.caprile@gmail.com;;GE880;8;16;0;10;1]                                                                                                                     ##
USCIO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;4STELLE;CENTRO ARNALDI USCIO;VIA CARLO ARNALDI 6;16036;USCIO;;0185/919406;0185/919864;info@colonia-arnaldi.it;www.coloniaarnaldi.com;200278;60;108;59;19;1]                                                                                        ##
USCIO;CITTA' METROPOLITANA DI GENOVA;Liguria;Locande;2STELLE;LOCANDA BELL'ARIA;VIA COLLE CAPRILE 26;16030;COLLE CAPRILE;;0185/91270;;info@locandabellaria.com;;2001209;6;10;0;18;1]                                                                                                                      ##
VOBBIA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;ALPINO;FRAZ. ALPE DI VOBBIA;16010;VOBBIA;ALPE;010/931632;;albergo_alpino@libero.it;;GE90;14;25;0;18;1]                                                                                                                                    ##
ZOAGLI;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;ZOAGLI;P.ZZA STAZIONE 5/A;16030;ZOAGLI;;0185/259048;0185/259048;info@hotelzoagli.it;http://www.hotelzoagli.it;GE1250;16;25;0;12;1]                                                                                                        ##
ZOAGLI;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;4STELLE;GRAND HOTEL BRISTOL;VIA AURELIA ORIENTALE 369;16030;ZOAGLI;;0185/273313;0185/55800;reservation@grandhotelbristol.it;www.grandhotelbristol.it;GE940;83;162;10;12;1]                                                                        ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;2STELLE;GORI;Via XXV Aprile 32;19031;;;0187/600516;0187/600516;ciuky07@libero.it;;SP1300;9;18;4;17;1]                                                                                                                                                                 ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;2STELLE;IL PILOTA - CASA MADRE;Via del Pilota 15;19031;;Fiumaretta;0187/64446;0187/648680;info@albergoristoranteilpilota.it;http://www.albergoristoranteilpilota.it;SP1400;7;14;0;12;1]                                                                               ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;2STELLE;IL PILOTA - DIPENDENZA;Via del Botteghino 10;19031;;Fiumaretta;0187/64446;0187/648680;info@albergoristoranteilpilota.it;www.albergoristoranteilpilota.it;SP1402;8;15;5;10;1]                                                                                  ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;2STELLE;LA MARIA;Via Ratti 39;19031;;Fiumaretta;0187/64351;0187/913473;info@albergolocandamaria.it;www.albergopensionemaria.it;SP500;13;24;0;13;1]                                                                                                                    ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;2STELLE;MONASTERO DI SANTA CROCE;Via Santa Croce 30;19031;;Bocca di Magra;0187/60911;0187/6091333;info@monasterosantacroce.it;http://www.paginegialle.it/santacroce;SP1870;92;163;15;19;1]                                                                            ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;3STELLE;ALA BIANCA;Via Camisano 94;19031;;;0187/1953460 0187/1953461;0187/1953459;info@hotelalabianca.it;http://www.hotelalabianca.it;SP460;61;115;9;15;1]                                                                                                            ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;3STELLE;RIVER PARK HOTEL;Via del Botteghino 17/H;19031;;Fiumaretta;0187/648154;0187/649067;info@hotelriverpark.it;http://www.hotelriverpark.it;SP440;33;63;33;17;1]                                                                                                   ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;3STELLE;SETTE ARCHI;Via Fabbricotti 242;19030;;Bocca di Magra;0187/609017;0187/609028;info@hotelsettearchi.com;http://www.hotelsettearchi.com;SP1940;24;42;2;14;1]                                                                                                    ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;3STELLE;STELLA DEL MAGRA;Via Paganini 3;19031;;Fiumaretta;0187/64155;0187/64327;stelladelmagra@libero.it;http://www.stelladelmagra.com/;SP2310;11;20;3;12;1]                                                                                                          ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;4STELLE;PARACUCCHI LOCANDA DELL'ANGELO;Viale XXV Aprile 60;19031;Ca' di Sgabello;;0187/64391;0187/64393;paracucchi@luna.it;http://www.paracucchilocanda.it;SP1970;31;62;27;16;1]                                                                                      ##
AMEGLIA;LA SPEZIA;Liguria;Alberghi;5STELLE;GOLFO DEI POETI RELAIS & SPA;Via Don Callisto De Marchi;19031;;Montemarcello;0187/601216;0187/609693;info@golfodeipoetirelais.com;www.golfodeipoetirelais.com;20138960;27;54;9;12;1]                                                                          ##
AMEGLIA;LA SPEZIA;Liguria;Residenze turistico alberghiere;3STELLE;PAX;Via P. Ratti 80;19031;;Fiumaretta;0187/64330 - 0187/648468;0187/915889;info@residencepax.it;http://www.residencepax.it;SP2006119;18;36;37;11;1]                                                                                    ##
ARCOLA;LA SPEZIA;Liguria;Alberghi;2STELLE;LA MIMOSA;Via Provinciale 586;19021;;;0187/967542;0187/969074;info@albergolamimosa.com;http://www.albergolamimosa.com;SP1560;16;32;2;18;1]                                                                                                                     ##
ARCOLA;LA SPEZIA;Liguria;Alberghi;3STELLE;SERENA;Via Liberta' 22;19021;Cerri;;0187/988632;0187/917655;info@albergoserena.net;www.albergoserena.net;SP810;20;38;6;13;1]                                                                                                                                   ##
BEVERINO;LA SPEZIA;Liguria;Alberghi;4STELLE;PALAZZO COSTA;Via Castagnarossa 15 - Beverino SP;19020;;;0187/883030;0187/884821;palazzocosta@gmail.com;www.palazzocosta.it;201511235;16;30;12;14;1]                                                                                                         ##
BEVERINO;LA SPEZIA;Liguria;Locande;2STELLE;LA CAMPANA D'ORO;Via Cafaggio 1;19020;Corvara;;0187/887648;0187/887648;info@campanadoro.it;www.campanadoro.it;201512342;6;12;1;20;1]                                                                                                                          ##
BOLANO;LA SPEZIA;Liguria;Alberghi;2STELLE;IL CANTUCCIO;Via Nuova 38;19020;;;0187/934210;0187/934210;info@albergoilcantuccio.it;http://www.albergoilcantuccio.it;SP1320;8;16;3;20;1]                                                                                                                      ##
BOLANO;LA SPEZIA;Liguria;Alberghi;2STELLE;NUOVO CAPATO';Via San Venanzio 4\8;19020;Ceparana;;0187/934171;0187/934171-0187/932650;pizzerianuovocapato@libero.it;;SP920;7;10;0;14;1]                                                                                                                       ##
BONASSOLA;LA SPEZIA;Liguria;Alberghi;3STELLE;DELLE ROSE;Via Garibaldi 8;19011;;;0187/813713;0187/814268;info@hoteldellerosebonassola.it;http://www.hoteldellerosebonassola.it;SP1020;25;49;0;20;1]                                                                                                       ##
BONASSOLA;LA SPEZIA;Liguria;Alberghi;3STELLE;FELUCA;Via Maxinara 1;19011;;;0187/813578;0187/817998;info@hotelfelucabonassola.com;www.hotelfelucabonassola.com;SP1130;14;24;0;19;1]                                                                                                                       ##
BONASSOLA;LA SPEZIA;Liguria;Alberghi;3STELLE;LA ROSSOLA;Loc. Rossola 11;19011;;;0187/808109;0187/808109;larossola@gmail.com;http://www.larossola.it;SP200989;17;34;15;11;1]                                                                                                                              ##
BONASSOLA;LA SPEZIA;Liguria;Alberghi;3STELLE;LUNGOMARE;Via Matteotti 2;19011;;;0187/813632;0187/813385;lungomar@tin.it;http://www.albergolungomare.com/it/;SP1700;28;52;4;10;1]                                                                                                                          ##
BONASSOLA;LA SPEZIA;Liguria;Alberghi;3STELLE;MODERNO;Via G. Daneri 79;19011;;;0187/813662;0187/813642;info@pensionemoderna.it;;SP1850;15;29;3;11;1]                                                                                                                                                      ##
BONASSOLA;LA SPEZIA;Liguria;Alberghi;3STELLE;VILLA BELVEDERE;Via Ammiraglio Serra 33;19011;;;0187/813554;0187/813709;info@hotelvillabelvedere.eu;http://www.bonassolahotelvillabelvedere.com;SP680;22;42;8;13;1]                                                                                         ##
BONASSOLA;LA SPEZIA;Liguria;Locande;2STELLE;SABBIA D'ORO;Via C. Colombo 23;19011;;;0187/814448;0187/814448;info@locandasabbiadoro.eu;www.locandasabbiadoro.eu;20116266;5;10;2;10;1]                                                                                                                      ##
BORGHETTO DI VARA;LA SPEZIA;Liguria;Alberghi;2STELLE;BELVEDERE - CASA MADRE;Via Aurelia 17;19020;;;0187/894115;0187/897012;info@albergobelvedere.info;http://www.albergobelvedere.info;SP690;22;41;9;11;1]                                                                                               ##
BORGHETTO DI VARA;LA SPEZIA;Liguria;Alberghi;3STELLE;SONNO D'AUTORE;Via Ronchetto snc;19020;;;0187/896552;0187/895597;info@sonnodautore.it;http://www.sonnodautore.it;20116288;16;32;1;19;1]                                                                                                             ##
BRUGNATO;LA SPEZIA;Liguria;Alberghi;1STELLA;DEI TIGLI;Via San Lazzaro 23;19020;;;0187/897390;0187/897390;info@albergodeitigli.it;http://www.albergodeitigli.it/;SP970;8;15;2;13;1]                                                                                                                       ##
CALICE AL CORNOVIGLIO;LA SPEZIA;Liguria;Alberghi;1STELLA;STELLA ALPINA;Loc. Santa Maria;19020;Santa Maria;;0187/936304;0187/936304;staralpine2013@libero.it;http://www.stellaalpinacalice.it;SP2290;7;13;0;11;1]                                                                                         ##
CALICE AL CORNOVIGLIO;LA SPEZIA;Liguria;Alberghi;2STELLE;AL CORNOVIGLIO;Loc. Villagrossa 96;19020;;;0187/936311;0187/936311;elisa.coiro@libero.it;;SP560;7;13;2;10;1]                                                                                                                                    ##
CALICE AL CORNOVIGLIO;LA SPEZIA;Liguria;Locande;3STELLE;L'AIA DI PIERO;via Provinciale 8 - Valdonica;19020;;;0187/935687;;info@locandadapiero.it;;20128357;4;8;3;12;1]                                                                                                                                   ##
CARRO;LA SPEZIA;Liguria;Alberghi;2STELLE;DEL PORCINO;VIA G. LEOPARDI 10;19012;CASTELLO;;;;locandadelporcino@gmail.com;;201725443;8;14;0;17;1]                                                                                                                                                            ##
CARRODANO;LA SPEZIA;Liguria;Alberghi;3STELLE;ANTICA LOCANDA LUIGINA;Via Aurelia 182;19020;Mattarana;;0187/893683;0187/893683;info@anticalocandaluigina.com;http://www.anticalocandaluigina.com;SP770;10;18;0;12;1]                                                                                       ##
CASTELNUOVO MAGRA;LA SPEZIA;Liguria;Alberghi;2STELLE;SMERALDO;Via Aurelia 154;19033;;;0187/674226;0187/671298;info@albergosmeraldo.it;http://albergosmeraldo.it;SP2250;18;36;0;12;1]                                                                                                                     ##
CASTELNUOVO MAGRA;LA SPEZIA;Liguria;Residenze turistico alberghiere;2STELLE;IPPOTUR;Via degli Ulivi;19030;Colline del Sole;;0187/674592;0187/674592;info@ippotur.it;http://www.ippotur.it;SP1420;32;64;0;14;1]                                                                                           ##
DEIVA MARINA;LA SPEZIA;Liguria;Alberghi;1STELLA;LA LAMPARA;Lungomare Colombo 17;19013;;;0187/815871;0187/826002;info@albergolalampara.com;http://www.albergolalampara.com;SP1520;15;25;0;20;1]                                                                                                           ##
DEIVA MARINA;LA SPEZIA;Liguria;Alberghi;2STELLE;BARACCHINO;Via Aurelia 68;19013;;;0187/816406;0187/816236;info@hotelbaracchino.it;www.hotelbaracchino.it;SP660;29;63;7;16;1]                                                                                                                             ##
DEIVA MARINA;LA SPEZIA;Liguria;Alberghi;2STELLE;EDEN;C.so Italia 39;19013;;;0187/815824;0187/826007;info@edenhotel.com;http://www.edenhotel.com;SP1080;16;31;7;16;1]                                                                                                                                     ##
DEIVA MARINA;LA SPEZIA;Liguria;Alberghi;2STELLE;LA BARACCA;Via Aurelia 11;19013;La Baracca;;0187/824506;0187/824506;;;SP1490;9;12;0;18;1]                                                                                                                                                                ##
DEIVA MARINA;LA SPEZIA;Liguria;Alberghi;3STELLE;ARCOBALENO;LUNGOMARE COLOMBO 6;19013;;;0187/815801;0187/816429;arco.info@bagniarcobaleno.it;www.bagniarcobaleno.it;20138962;9;18;5;15;1]                                                                                                                 ##
DEIVA MARINA;LA SPEZIA;Liguria;Alberghi;3STELLE;CARAVELLA;Lungomare Colombo 1;19013;;;0187/815833;0187/825551;info@caravellahotel.com;www.caravellahotel.com;SP790;20;34;1;15;1]                                                                                                                         ##
DEIVA MARINA;LA SPEZIA;Liguria;Alberghi;3STELLE;CINQUE TERRE;Loc. Foce;19013;;;0187/815991;0187/815991;hotel5terrenelsole@libero.it;www.cinqueterrenelsole.it;SP2660;9;16;1;12;1]                                                                                                                        ##
DEIVA MARINA;LA SPEZIA;Liguria;Alberghi;3STELLE;CLELIA;C.so Italia 23;19013;;;0187/82626;0187/816234;info@clelia.it;http://www.clelia.it;SP840;30;56;8;15;1]                                                                                                                                             ##
DEIVA MARINA;LA SPEZIA;Liguria;Alberghi;3STELLE;LA MARINA;C.so Italia 5;19013;;;0187/815868;0187/815091;info@albergolamarina.it;http://www.albergolamarina.it;SP1550;16;32;3;19;1]                                                                                                                       ##
DEIVA MARINA;LA SPEZIA;Liguria;Residenze turistico alberghiere;3STELLE;KRISS;Piazza Doria 3;19013;;;0187/815934;0187/815140;info@pec.residencekriss.it;http://www.residencekriss.it;SP1470;19;38;22;14;1]                                                                                                ##
FRAMURA;LA SPEZIA;Liguria;Alberghi;2STELLE;AUGUSTA;Via Guardiola 12;19014;Anzo;;0187/823026;0187/810942;info@hotelaugusta.net;www.hotelaugusta.net;SP640;20;34;1;10;1]                                                                                                                                   ##
FRAMURA;LA SPEZIA;Liguria;Alberghi;2STELLE;MERI;Via Costa 1;19014;;;0187/823059;0187/823059;pensioneristorantemeri@virgilio.it;;SP1800;7;13;0;20;1]                                                                                                                                                      ##
FRAMURA;LA SPEZIA;Liguria;Alberghi;2STELLE;RIVIERA - DIPENDENZA;Via Fornaci 11;19014;;;0187/815805;0187/816433;hotelriviera@hotelrivieradeivamarina.it;http://www.hotelrivieradeivamarina.it;SP2142;2;4;1;19;1]                                                                                          ##
FRAMURA;LA SPEZIA;Liguria;Alberghi;2STELLE;SILVIA;Loc. Costa 4;19014;;;0187/810021;0187/810021;pensionesilviaframur@libero.it;www.pensionesilvia.com;SP2240;11;22;0;11;1]                                                                                                                                ##
FRAMURA;LA SPEZIA;Liguria;Alberghi;3STELLE;RIVIERA - CASA MADRE;Via Fornaci 12;19014;;;0187/815805;0187/816433;hotelriviera@hotelrivieradeivamarina.it;http://www.hotelrivieradeivamarina.it;SP2140;25;44;0;10;1]                                                                                        ##
FRAMURA;LA SPEZIA;Liguria;Alberghi;4STELLE;LIDO;Via Fornaci 15;19014;Fornaci;;0187/815997;0187/816476;hotel.lido@libero.it;http://www.hotelristorantelido.com;SP1680;14;28;1;13;1]                                                                                                                       ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;1STELLA;TEATRO;Via Carpenino 31;19121;;;0187/731374;0187/731374;antonio@albergoteatro.it;http://www.albergoteatro.it;SP1280;7;13;0;18;1]                                                                                                                            ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;2STELLE;ASTORIA;Via Roma 139;19122;;;0187/714655;0187/714425;info@albergoastoria.com;http://www.albergoastoria.com;SP620;47;86;19;20;1]                                                                                                                             ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;2STELLE;ASTRA;Via Costantini 48;19124;;;0187/511105;0187/511526;hotelastra@libero.it;;SP630;13;24;2;19;1]                                                                                                                                                           ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;2STELLE;AURORA;Via Fiume 143;19122;;;0187/743010;0187/743240;aurorawu14@gmail.com;;SP1990;36;56;0;10;1]                                                                                                                                                             ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;2STELLE;BIRILLO;Via dei Mille 11/13;19121;;;0187/732666;0187/732677;info@albergobirillo.it;http://www.albergobirillo.it;SP720;16;25;0;15;1]                                                                                                                         ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;2STELLE;CA' DEI COSTA;Via Piave 12;19124;;;0187/23220;0187/0731167;hotel@cadeicosta.it;http://www.cadeicosta.it;SP860;9;17;3;14;1]                                                                                                                                  ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;2STELLE;CRISMAR;Vicolo dello stagno 7;19121;;;0187/761765;0187/778539;info@hotelcrismar.it;;SP1160;9;17;1;11;1]                                                                                                                                                     ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;3STELLE;CORALLO;Via F. Crispi 32;19124;;;0187/731366;0187/754490;info@hotelcorallospezia.com;http://www.hotelcorallospezia.com;SP850;33;65;0;20;1]                                                                                                                  ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;3STELLE;DELLE SPEZIE;Via F. Cavallotti 31;19121;;;0187/195400;0187/1877517;info@albergodellespezie.com;www.albergodellespezie.com;SP2280;10;21;1;12;1]                                                                                                              ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;3STELLE;FIRENZE E CONTINENTALE;Via Paleocapa 7;19122;;;0187/713200;0187/714930;info@hotelfirenzecontinentale.it;http://www.hotelfirenzecontinentale.it;SP1150;67;128;25;19;1]                                                                                       ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;3STELLE;GENOVA;Via Fratelli Rosselli 84;19121;;;0187/732972;0187/731766;info@hotelgenova.it;http://www.hotelgenova.it;SP1240;32;58;8;18;1]                                                                                                                          ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;3STELLE;MARY;Via Fiume 177;19122;;;0187/743254;0187/743375;info@hotelmary.it;http://www.hotelmary.it;SP1790;48;70;4;17;1]                                                                                                                                           ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;3STELLE;NELLA - CASA MADRE;Via Genova 591;19134;La Foce;;0187/711221;0187/700318;direzione@hotelnella.com;http://www.hotelnella.com;SP1910;29;48;5;15;1]                                                                                                            ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;3STELLE;VENEZIA;Via Paleocapa 10;19121;;;0187/761525;0187/733465;hotelvenezialaspezia@gmail.com;;SP2380;19;26;0;15;1]                                                                                                                                               ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;4STELLE;GHIRONI;Via del Tino 62;19126;;;0187/504141;0187/524724;info@hotelghironi.it;http://www.hotelghironi.it;SP1260;52;100;0;14;1]                                                                                                                               ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;4STELLE;MY ONE HOTEL LA SPEZIA;Via XX Settembre 81;19121;;;0187/738848;0187/258685;laspezia@hotelcdh.com;www.compagniedeshotelslaspezia.it;SP2006116;66;100;6;20;1]                                                                                                 ##
LA SPEZIA;LA SPEZIA;Liguria;Alberghi;4STELLE;NH LA SPEZIA;Via XX Settembre 2;19124;;;0187/739555;0187/22129;nhlaspezia@nh-hotels.com;http://www.nh-hotels.com/nh/it/hotels/italia/la-spezia/nh-jolly-la-spezia.html;SP1460;110;220;0;20;1]                                                               ##
LA SPEZIA;LA SPEZIA;Liguria;Locande;2STELLE;DEL GOLFO;Viale San Bartolomeo 707;19126;;;0187/514878;0187/514878;info@locandadelgolfo.it;http://www.locandadelgolfo.it;SP2005162;4;7;0;16;1]                                                                                                               ##
LA SPEZIA;LA SPEZIA;Liguria;Locande;2STELLE;LA TAVERNA DEL METALLO;Via Cernaia 15;19121;;;;;latavernadelmetallo@gmail.com;;201726851;4;7;0;12;1]                                                                                                                                                         ##
LA SPEZIA;LA SPEZIA;Liguria;Locande;3STELLE;TRAMONTI;Via della Chiesa 56;19132;Campiglia;;0187/758514;0187/735223;info@locandatramonti.it;http://www.locandatramonti.it;SP2001232;4;7;0;11;1]                                                                                                            ##
LA SPEZIA;LA SPEZIA;Liguria;Residenze turistico alberghiere;2STELLE;MIRAMARE;Via Della Lizza;19123;La Lizza;;0187/732151;0187/732151;info@mira-mare.com;www.mira-mare.com;20128198;10;23;13;19;1]                                                                                                        ##
LERICI;LA SPEZIA;Liguria;Alberghi;1STELLA;DELLE ONDINE;Piazza Figoli 18;19032;;Tellaro;0187/965131;0187/965131;delleondine.lerici@gmail.com;;SP1010;13;25;10;12;1]                                                                                                                                       ##
LERICI;LA SPEZIA;Liguria;Alberghi;1STELLA;NETTUNO;Via Mantegazza 1;19036;;San Terenzo;0187/971093;;albergo.nettuno@libero.it;http://www.albergonettunolerici.it;SP1920;10;16;2;19;1]                                                                                                                     ##
LERICI;LA SPEZIA;Liguria;Alberghi;1STELLA;PINO - DIPENDENZA 1;Via Garibaldi 16;19036;;San Terenzo;0187/970595;0187/970595;info@hotelpino.it;http://www.hotelpino.it;SP2043;4;8;0;13;1]                                                                                                                   ##
LERICI;LA SPEZIA;Liguria;Alberghi;1STELLA;PINO - DIPENDENZA 2;Via Garibaldi 25;19036;;San Terenzo;0187/970595;0187/970595;info@hotelpino.it;http://www.hotelpino.it;SP2002106;4;6;0;18;1]                                                                                                                ##
LERICI;LA SPEZIA;Liguria;Alberghi;1STELLA;TRIESTE;Via P. Mantegazza 13;19036;;San Terenzo;0187/970610;0187/970610;apriliasonio@gmail.com;;SP2350;4;7;2;13;1]                                                                                                                                             ##
LERICI;LA SPEZIA;Liguria;Alberghi;2STELLE;EMILIANO;Via Garibaldi 40;19036;;San Terenzo;0187/970592;0187/913212;albergoemiliano@libero.it;;SP1100;10;20;1;11;1]                                                                                                                                           ##
LERICI;LA SPEZIA;Liguria;Alberghi;2STELLE;IL GIGLIO;Via Garibaldi 16;19036;;San Terenzo;0187/970805;0187/970805;info@albergoilgiglio.com;http://www.albergoilgiglio.com/;SP1350;13;25;0;16;1]                                                                                                            ##
LERICI;LA SPEZIA;Liguria;Alberghi;2STELLE;MIRAMARE;Via Fiascherino 22;19030;;Tellaro - Fiascherino;0187/967589;0187/966534;info@miramaretellaro.com;http//www.miramaretellaro.com;SP1820;22;40;11;15;1]                                                                                                  ##
LERICI;LA SPEZIA;Liguria;Alberghi;2STELLE;PINO - CASA MADRE;Via Garibaldi 12;19036;;San Terenzo;0187/970595;0187/970595;info@hotelpino.it;http://www.hotelpino.it;SP2040;4;7;0;13;1]                                                                                                                     ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;BYRON;Via Biaggini 19;19032;;;0187/967104;0187/967409;hbyron@cdh.it;http://www.byronhotel.com;SP750;30;58;13;12;1]                                                                                                                                             ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;CRISTALLO;Via Fiascherino 158;19030;;Tellaro - Fiascherino;0187/967291-965439;0187/964269;albergo.cristallo@libero.it;http://www.albergo-cristallo.it/;SP890;45;85;18;15;1]                                                                                    ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;DEL GOLFO;Via Gerini 37;19032;;;0187/967400;0187/965733;info@hoteldelgolfo.com;http://www.hoteldelgolfo.com;SP980;20;36;0;19;1]                                                                                                                                ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;DORIA PARK - CASA MADRE;Via Doria 2;19032;;;0187/967124;0187/966459;info@doriaparkhotel.it;http://www.doriaparkhotel.it;SP1060;51;94;5;15;1]                                                                                                                   ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;EUROPA;Via Carpanini 1;19032;;;0187/967800;0187/965957;info@europahotel.it;http://www.europahotel.it;SP1110;35;71;13;11;1]                                                                                                                                     ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;FIASCHERINO (VILLAGGIO ALBERGO);Via Byron 13;19030;;Tellaro - Fiascherino;0187/967283;0187/964721;info@hotelfiascherino.it;http://www.hotelfiascherino.it;SP1140;14;28;16;15;1]                                                                                ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;FLORIDA;Via Biaggini 35;19032;;;0187/967332;0187/967344;florida@hotelflorida.it;http://www.hotelflorida.it;SP1170;40;78;2;10;1]                                                                                                                                ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;IL NIDO - CASA MADRE;Via Fiascherino 75;19030;;Tellaro - Fiascherino;0187/967286;0187/964617;info@hotelnido.com;http://www.hotelnido.com;SP1380;16;29;0;10;1]                                                                                                  ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;IL NIDO - DIPENDENZA;Via Fiascherino 122;19030;;Tellaro - Fiascherino;0187/967286;0187/964617;info@hotelnido.com;http://www.hotelnido.com;SP1382;15;32;11;19;1]                                                                                                ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;IL SENATORE;Via Byron 11;19032;;Tellaro - Fiascherino;0187/967236;0187/942810;locandailsenatore@virgilio.it;http://www.locandailsenatore.com;SP2007108;8;16;3;15;1]                                                                                            ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;ITALIA;Via Carbognano 19;19032;;;0187/967272 - 967192;0187/964401;info@hotelitalialerici.it;www.hotelitalialerici.it;SP1440;21;37;8;17;1]                                                                                                                      ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;MIRANDA;Via Fiascherino 92;19030;;Tellaro - Fiascherino;0187/968130 - 964012;0187/964032;info@locandamiranda.com;http://www.locandamiranda.com;SP1840;7;14;2;11;1]                                                                                             ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;ROSA DEI VENTI;Via Fiascherino 150;19030;;Tellaro-Fiascherino;0187/965260;0187/964016;info@hotelviscardo.it;www.hotelrosadeiventi.it;20149490;26;49;0;10;1]                                                                                                    ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;SHELLEY E DELLE PALME;Via Biaggini 5;19032;;;0187/968204;0187/964271;info@hotelshelley.it;http://www.hotelshelley.it;SP2230;47;94;5;11;1]                                                                                                                      ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;STELLA MARINA;Via Garibaldi 48;19036;;San Terenzo;0187/970355;0187/970355;hstellamarina@libero.it;;SP2006148;13;25;0;12;1]                                                                                                                                     ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;VENERE AZZURRA;Via Biaggini 29;19036;;San Terenzo;0187/965334;0187/966107;info@hotelvenereazzurra.com;http://www.hotelvenereazzurra.com;SP2370;20;42;7;13;1]                                                                                                   ##
LERICI;LA SPEZIA;Liguria;Alberghi;3STELLE;VILLA MARIA GRAZIA;Via Fiascherino 7;19032;;Tellaro - Fiascherino;0187/964392;0187/967920;info@villamariagrazia.it;www.villamariagrazia.it;SP2410;9;17;0;17;1]                                                                                                 ##
